subject_id,hr_gt,hr_pr,mae,me,n_segs,fold,lum_mean,lum_std,sharpness,temporal_var,spatial_var,bvp_snr,gt_hr_mean,gt_hr_std,participant,scenario
07-01,125.3662109375,73.9501953125,51.416015625,-51.416015625,144,cv_PURE_my_in_wl0.0_fold3,138.95694984646877,50.1375925591361,9064.965392810065,1415.543792729189,1761.560584646878,5.846957942315062,125.390625,1.6572815184059708,07,01
07-02,136.4902712264151,72.14770047169812,64.34257075471699,-64.34257075471699,159,cv_PURE_my_in_wl0.0_fold3,137.4890512333966,42.836466465520296,3480.7185838896917,1525.8981153300522,1027.4157464895636,0.7460287906855276,134.47265625,3.831063524596295,07,02
07-03,125.33001077586206,73.50484913793103,51.82516163793103,-51.82516163793103,174,cv_PURE_my_in_wl0.0_fold3,133.20825875055382,49.29700494477311,5000.398946694388,1574.629144399671,1321.476780859548,4.2938953541456115,127.44140625,3.831063524596295,07,03
07-04,125.51785714285714,74.79241071428571,50.72544642857143,-50.72544642857143,175,cv_PURE_my_in_wl0.0_fold3,106.8065550660793,47.52605487343622,4195.961206474024,1403.3969587921365,1135.9573385022027,3.8046377781721676,125.68359375,3.831063524596295,07,04
07-05,132.15779049295776,71.55039612676056,60.607394366197184,-60.607394366197184,142,cv_PURE_my_in_wl0.0_fold3,143.84712667353244,55.89891446159741,4338.448671843503,2695.831468211501,1231.1589338825954,2.157894840357752,132.421875,1.6572815184059708,07,05
07-06,131.4208984375,75.048828125,56.3720703125,-56.3720703125,144,cv_PURE_my_in_wl0.0_fold3,162.59908163265305,56.733363282645975,3595.626415553519,2747.1535277072053,1146.963123265306,3.189251520801444,132.421875,1.6572815184059708,07,06
08-01,92.66702586206897,92.83674568965517,0.3151939655172414,0.1697198275862069,145,cv_PURE_my_in_wl0.0_fold3,142.04994396332145,47.916131218191204,6342.180670620021,1824.50585994749,1995.5391445746309,8.398344619622726,93.75,1.6572815184059708,08,01
08-02,61.860552226027394,59.813784246575345,2.0467679794520546,-2.0467679794520546,146,cv_PURE_my_in_wl0.0_fold3,147.46926188068755,42.54793377967119,5453.884130165491,1480.3024401377743,1199.6881326592518,7.2585433696456265,59.765625,0.0,08,02
08-03,93.66918103448276,91.24461206896552,4.727909482758621,-2.4245689655172415,174,cv_PURE_my_in_wl0.0_fold3,127.3095174856131,50.928783376998155,3947.3127110321007,2073.0045932956973,831.400009207614,9.052270450124531,87.01171875,19.945556926014053,08,03
08-04,98.89176615168539,96.36367626404494,2.5280898876404496,-2.5280898876404496,178,cv_PURE_my_in_wl0.0_fold3,120.10490204614715,55.998503318216116,5184.9650310710595,2552.118968372936,977.2679481062254,7.354777828724614,100.1953125,1.7578125,08,04
08-05,79.13843968531468,83.6374562937063,6.564138986013986,4.499016608391608,143,cv_PURE_my_in_wl0.0_fold3,164.1993644284982,47.02762950717391,3045.972803906262,2013.0263110376443,734.1019013839057,10.70481617415097,67.96875,24.073404590829067,08,05
08-06,75.81627155172414,79.69558189655173,20.41487068965517,3.8793103448275863,145,cv_PURE_my_in_wl0.0_fold3,164.94733197556008,59.59789150723131,3731.797839834329,3235.895114235464,1208.3560765784114,9.73512720063117,89.0625,23.20194125768359,08,06
09-01,90.43642241379311,90.43642241379311,0.04849137931034483,0.0,145,cv_PURE_my_in_wl0.0_fold4,120.79102290076335,59.02312009003189,20958.919039486173,2424.083096530246,3282.6349255979644,9.760578903085397,90.234375,1.6572815184059708,09,01
09-02,86.53125,69.6796875,26.2265625,-16.8515625,150,cv_PURE_my_in_wl0.0_fold4,130.90480912245908,52.717757398641766,7663.86600975496,2312.411468644435,1343.30954090233,7.45046808484341,106.640625,3.3145630368119416,09,02
09-03,94.54449152542372,92.14115466101696,2.880031779661017,-2.40333686440678,177,cv_PURE_my_in_wl0.0_fold4,127.46312472647702,47.07139836391219,3628.259068418925,2065.384417227758,673.5585372428884,8.270080655094253,94.921875,0.0,09,03
09-04,93.59071601941747,93.48831917475728,0.7167779126213593,-0.10239684466019418,206,cv_PURE_my_in_wl0.0_fold4,137.30729740209384,42.10567228861991,4310.1951716657995,1207.830927226964,1089.6590604110118,8.249987771597066,94.21875,1.40625,09,04
09-05,94.921875,94.921875,0.0,0.0,144,cv_PURE_my_in_wl0.0_fold4,147.70440366972477,56.7257535352762,5198.604768864906,3023.0002614715263,1035.7720366972476,8.024780221583077,94.921875,0.0,09,05
09-06,97.1938775510204,95.90242346938776,1.291454081632653,-1.291454081632653,147,cv_PURE_my_in_wl0.0_fold4,144.2763691376702,60.775312234783264,4328.18857049581,3386.7633095532906,1156.6539473524963,8.449741144085563,96.09375,1.6572815184059708,09,06
10-01,82.1377840909091,81.20356206293707,0.9833916083916084,-0.934222027972028,143,cv_PURE_my_in_wl0.0_fold4,117.96405737704919,51.15270992545771,17359.33285380232,868.2926752511088,2214.1623229508195,8.290321504953257,80.859375,2.8704957923240366,10,01
10-02,98.41374577702703,79.76668074324324,22.92282516891892,-18.647065033783782,148,cv_PURE_my_in_wl0.0_fold4,135.2674962368289,58.092860730390555,9869.082018601886,2566.218906806034,1392.2344060210737,2.687703949588979,101.953125,0.0,10,02
10-03,72.12956460674157,71.79380266853933,0.3357619382022472,-0.3357619382022472,178,cv_PURE_my_in_wl0.0_fold4,135.19688695652175,57.135352954764194,6443.8762737031375,2517.4661927334596,1157.5459436521737,7.593704883176596,72.0703125,1.7578125,10,03
10-04,73.01682692307692,72.9975103021978,0.0965831043956044,-0.01931662087912088,182,cv_PURE_my_in_wl0.0_fold4,121.94664955070603,57.61252518971876,8160.963771287263,2419.9071580199757,1180.2732624732562,7.077721187339097,72.0703125,1.7578125,10,04
10-05,73.6328125,74.6337890625,1.7333984375,1.0009765625,144,cv_PURE_my_in_wl0.0_fold4,164.1415620214395,54.123626385705776,3900.040190502128,2638.0002736861143,842.3841878509443,6.411736832799999,73.828125,0.0,10,05
10-06,77.34375,77.34375,0.0,0.0,143,cv_PURE_my_in_wl0.0_fold4,154.0420512820513,62.84768821317901,3591.5079166758715,3684.3326716423408,1064.6626707692308,8.025658091800866,77.34375,0.0,10,06
