subject_id,segment_idx,hr_gt_bpm,hr_pr_bpm,err_bpm
subject1,90,112.5,77.34375,-35.15625
subject1,91,105.46875,98.4375,-7.03125
subject1,92,105.46875,112.5,7.03125
subject1,93,105.46875,84.375,-21.09375
subject1,94,112.5,98.4375,-14.0625
subject1,95,112.5,91.40625,-21.09375
subject1,96,112.5,112.5,0.0
subject1,97,112.5,98.4375,-14.0625
subject1,98,112.5,112.5,0.0
subject1,99,112.5,98.4375,-14.0625
subject1,100,112.5,91.40625,-21.09375
subject1,101,112.5,112.5,0.0
subject1,102,112.5,112.5,0.0
subject1,103,112.5,105.46875,-7.03125
subject1,104,112.5,77.34375,-35.15625
subject1,105,112.5,91.40625,-21.09375
subject1,106,112.5,105.46875,-7.03125
subject1,107,112.5,112.5,0.0
subject1,108,112.5,112.5,0.0
subject1,109,112.5,98.4375,-14.0625
subject1,110,112.5,84.375,-28.125
subject1,111,112.5,77.34375,-35.15625
subject1,112,112.5,84.375,-28.125
subject1,113,119.53125,84.375,-35.15625
subject1,114,119.53125,91.40625,-28.125
subject1,115,105.46875,84.375,-21.09375
subject1,116,105.46875,91.40625,-14.0625
subject1,117,105.46875,91.40625,-14.0625
subject1,118,105.46875,84.375,-21.09375
subject1,119,105.46875,112.5,7.03125
subject1,120,105.46875,84.375,-21.09375
subject1,121,105.46875,112.5,7.03125
subject1,122,105.46875,91.40625,-14.0625
subject1,123,112.5,84.375,-28.125
subject1,124,112.5,91.40625,-21.09375
subject1,125,112.5,84.375,-28.125
subject1,126,112.5,84.375,-28.125
subject1,127,112.5,84.375,-28.125
subject1,128,112.5,84.375,-28.125
subject10,0,98.4375,112.5,14.0625
subject10,1,98.4375,84.375,-14.0625
subject10,2,91.40625,98.4375,7.03125
subject10,3,91.40625,112.5,21.09375
subject10,4,91.40625,112.5,21.09375
subject10,5,91.40625,112.5,21.09375
subject10,6,91.40625,112.5,21.09375
subject10,7,91.40625,98.4375,7.03125
subject10,8,91.40625,91.40625,0.0
subject10,9,91.40625,91.40625,0.0
subject10,10,91.40625,91.40625,0.0
subject10,11,91.40625,91.40625,0.0
subject10,12,91.40625,91.40625,0.0
subject10,13,91.40625,91.40625,0.0
subject10,14,91.40625,91.40625,0.0
subject10,15,91.40625,91.40625,0.0
subject10,16,91.40625,91.40625,0.0
subject10,17,91.40625,91.40625,0.0
subject10,18,91.40625,91.40625,0.0
subject10,19,91.40625,91.40625,0.0
subject10,20,98.4375,91.40625,-7.03125
subject10,21,98.4375,91.40625,-7.03125
subject10,22,98.4375,98.4375,0.0
subject10,23,98.4375,91.40625,-7.03125
subject10,24,98.4375,98.4375,0.0
subject10,25,98.4375,112.5,14.0625
subject10,26,98.4375,98.4375,0.0
subject10,27,98.4375,105.46875,7.03125
subject10,28,98.4375,91.40625,-7.03125
subject10,29,105.46875,98.4375,-7.03125
subject10,30,105.46875,91.40625,-14.0625
subject10,31,105.46875,91.40625,-14.0625
subject10,32,105.46875,112.5,7.03125
subject10,33,105.46875,112.5,7.03125
subject10,34,105.46875,112.5,7.03125
subject10,35,105.46875,112.5,7.03125
subject10,36,105.46875,112.5,7.03125
subject10,37,105.46875,112.5,7.03125
subject10,38,105.46875,112.5,7.03125
subject10,39,105.46875,112.5,7.03125
subject10,40,105.46875,98.4375,-7.03125
subject10,41,105.46875,112.5,7.03125
subject10,42,105.46875,98.4375,-7.03125
subject10,43,105.46875,112.5,7.03125
subject10,44,105.46875,105.46875,0.0
subject10,45,105.46875,112.5,7.03125
subject10,46,112.5,112.5,0.0
subject10,47,112.5,91.40625,-21.09375
subject10,48,112.5,112.5,0.0
subject10,49,112.5,112.5,0.0
subject10,50,112.5,91.40625,-21.09375
subject10,51,112.5,91.40625,-21.09375
subject10,52,112.5,112.5,0.0
subject10,53,112.5,91.40625,-21.09375
subject10,54,112.5,112.5,0.0
subject10,55,112.5,84.375,-28.125
subject10,56,112.5,112.5,0.0
subject10,57,112.5,112.5,0.0
subject10,58,112.5,84.375,-28.125
subject10,59,112.5,112.5,0.0
subject10,60,112.5,91.40625,-21.09375
subject10,61,112.5,112.5,0.0
subject10,62,119.53125,91.40625,-28.125
subject10,63,119.53125,84.375,-35.15625
subject10,64,119.53125,91.40625,-28.125
subject10,65,119.53125,84.375,-35.15625
subject10,66,119.53125,91.40625,-28.125
subject10,67,119.53125,91.40625,-28.125
subject10,68,119.53125,91.40625,-28.125
subject10,69,119.53125,112.5,-7.03125
subject10,70,119.53125,112.5,-7.03125
subject10,71,119.53125,112.5,-7.03125
subject10,72,119.53125,112.5,-7.03125
subject10,73,119.53125,112.5,-7.03125
subject10,74,119.53125,112.5,-7.03125
subject10,75,119.53125,112.5,-7.03125
subject10,76,119.53125,91.40625,-28.125
subject10,77,119.53125,112.5,-7.03125
subject10,78,119.53125,112.5,-7.03125
subject10,79,119.53125,91.40625,-28.125
subject10,80,119.53125,112.5,-7.03125
subject10,81,119.53125,91.40625,-28.125
subject10,82,119.53125,112.5,-7.03125
subject10,83,119.53125,112.5,-7.03125
subject10,84,119.53125,98.4375,-21.09375
subject10,85,119.53125,84.375,-35.15625
subject10,86,119.53125,112.5,-7.03125
subject10,87,119.53125,84.375,-35.15625
subject10,88,119.53125,112.5,-7.03125
subject10,89,119.53125,98.4375,-21.09375
subject10,90,119.53125,84.375,-35.15625
subject10,91,119.53125,112.5,-7.03125
subject10,92,119.53125,112.5,-7.03125
subject10,93,119.53125,112.5,-7.03125
subject10,94,119.53125,112.5,-7.03125
subject10,95,119.53125,91.40625,-28.125
subject10,96,119.53125,112.5,-7.03125
subject10,97,119.53125,112.5,-7.03125
subject10,98,119.53125,112.5,-7.03125
subject10,99,119.53125,112.5,-7.03125
subject10,100,119.53125,112.5,-7.03125
subject10,101,119.53125,112.5,-7.03125
subject10,102,119.53125,112.5,-7.03125
subject10,103,119.53125,112.5,-7.03125
subject10,104,119.53125,112.5,-7.03125
subject10,105,119.53125,112.5,-7.03125
subject10,106,119.53125,112.5,-7.03125
subject10,107,119.53125,77.34375,-42.1875
subject10,108,119.53125,77.34375,-42.1875
subject10,109,119.53125,98.4375,-21.09375
subject10,110,119.53125,112.5,-7.03125
subject10,111,119.53125,112.5,-7.03125
subject10,112,119.53125,84.375,-35.15625
subject10,113,119.53125,112.5,-7.03125
subject10,114,119.53125,112.5,-7.03125
subject10,115,119.53125,112.5,-7.03125
subject10,116,119.53125,112.5,-7.03125
subject10,117,119.53125,98.4375,-21.09375
subject10,118,119.53125,84.375,-35.15625
subject10,119,119.53125,84.375,-35.15625
subject10,120,119.53125,112.5,-7.03125
subject10,121,119.53125,84.375,-35.15625
subject10,122,119.53125,98.4375,-21.09375
subject10,123,119.53125,84.375,-35.15625
subject10,124,119.53125,91.40625,-28.125
subject10,125,119.53125,84.375,-35.15625
subject10,126,119.53125,91.40625,-28.125
subject10,127,119.53125,112.5,-7.03125
subject10,128,119.53125,112.5,-7.03125
subject10,129,119.53125,91.40625,-28.125
subject10,130,119.53125,112.5,-7.03125
subject10,131,119.53125,112.5,-7.03125
subject10,132,119.53125,91.40625,-28.125
subject10,133,119.53125,112.5,-7.03125
subject10,134,119.53125,112.5,-7.03125
subject10,135,119.53125,112.5,-7.03125
subject10,136,119.53125,112.5,-7.03125
subject10,137,119.53125,112.5,-7.03125
subject10,138,119.53125,112.5,-7.03125
subject10,139,112.5,112.5,0.0
subject10,140,112.5,112.5,0.0
subject10,141,112.5,112.5,0.0
subject10,142,112.5,112.5,0.0
subject10,143,112.5,112.5,0.0
subject10,144,112.5,112.5,0.0
subject10,145,112.5,112.5,0.0
subject10,146,112.5,112.5,0.0
subject10,147,112.5,98.4375,-14.0625
subject10,148,112.5,84.375,-28.125
subject10,149,112.5,91.40625,-21.09375
subject10,150,112.5,84.375,-28.125
subject10,151,112.5,91.40625,-21.09375
subject10,152,112.5,112.5,0.0
subject10,153,112.5,84.375,-28.125
subject10,154,112.5,84.375,-28.125
subject10,155,112.5,98.4375,-14.0625
subject10,156,112.5,84.375,-28.125
subject10,157,112.5,91.40625,-21.09375
subject10,158,112.5,84.375,-28.125
subject10,159,112.5,91.40625,-21.09375
subject10,160,112.5,112.5,0.0
subject10,161,112.5,84.375,-28.125
subject10,162,112.5,84.375,-28.125
subject10,163,112.5,84.375,-28.125
subject10,164,112.5,84.375,-28.125
subject10,165,112.5,84.375,-28.125
subject10,166,112.5,112.5,0.0
subject10,167,105.46875,84.375,-21.09375
subject10,168,105.46875,105.46875,0.0
subject10,169,105.46875,84.375,-21.09375
subject10,170,105.46875,84.375,-21.09375
subject10,171,105.46875,112.5,7.03125
subject10,172,105.46875,112.5,7.03125
subject10,173,105.46875,91.40625,-14.0625
subject10,174,105.46875,77.34375,-28.125
subject10,175,105.46875,112.5,7.03125
subject11,0,112.5,112.5,0.0
subject11,1,112.5,112.5,0.0
subject11,2,112.5,112.5,0.0
subject11,3,112.5,112.5,0.0
subject11,4,112.5,84.375,-28.125
subject11,5,112.5,112.5,0.0
subject11,6,112.5,91.40625,-21.09375
subject11,7,112.5,91.40625,-21.09375
subject11,8,112.5,91.40625,-21.09375
subject11,9,112.5,91.40625,-21.09375
subject11,10,112.5,91.40625,-21.09375
subject11,11,112.5,91.40625,-21.09375
subject11,12,112.5,91.40625,-21.09375
subject11,13,112.5,91.40625,-21.09375
subject11,14,112.5,91.40625,-21.09375
subject11,15,112.5,91.40625,-21.09375
subject11,16,112.5,91.40625,-21.09375
subject11,17,112.5,91.40625,-21.09375
subject11,18,119.53125,84.375,-35.15625
subject11,19,119.53125,91.40625,-28.125
subject11,20,119.53125,112.5,-7.03125
subject11,21,119.53125,112.5,-7.03125
subject11,22,119.53125,91.40625,-28.125
subject11,23,119.53125,112.5,-7.03125
subject11,24,119.53125,91.40625,-28.125
subject11,25,119.53125,84.375,-35.15625
subject11,26,119.53125,112.5,-7.03125
subject11,27,119.53125,98.4375,-21.09375
subject11,28,119.53125,84.375,-35.15625
subject11,29,119.53125,98.4375,-21.09375
subject11,30,119.53125,112.5,-7.03125
subject11,31,119.53125,84.375,-35.15625
subject11,32,119.53125,84.375,-35.15625
subject11,33,119.53125,84.375,-35.15625
subject11,34,119.53125,84.375,-35.15625
subject11,35,119.53125,98.4375,-21.09375
subject11,36,119.53125,84.375,-35.15625
subject11,37,119.53125,84.375,-35.15625
subject11,38,119.53125,84.375,-35.15625
subject11,39,119.53125,84.375,-35.15625
subject11,40,119.53125,84.375,-35.15625
subject11,41,119.53125,84.375,-35.15625
subject11,42,119.53125,84.375,-35.15625
subject11,43,119.53125,91.40625,-28.125
subject11,44,119.53125,84.375,-35.15625
subject11,45,119.53125,112.5,-7.03125
subject11,46,119.53125,105.46875,-14.0625
subject11,47,119.53125,105.46875,-14.0625
subject11,48,119.53125,98.4375,-21.09375
subject11,49,119.53125,105.46875,-14.0625
subject11,50,119.53125,77.34375,-42.1875
subject11,51,119.53125,112.5,-7.03125
subject11,52,119.53125,105.46875,-14.0625
subject11,53,119.53125,112.5,-7.03125
subject11,54,119.53125,112.5,-7.03125
subject11,55,119.53125,105.46875,-14.0625
subject11,56,119.53125,112.5,-7.03125
subject11,57,126.5625,105.46875,-21.09375
subject11,58,126.5625,98.4375,-28.125
subject11,59,126.5625,91.40625,-35.15625
subject11,60,126.5625,98.4375,-28.125
subject11,61,126.5625,91.40625,-35.15625
subject11,62,126.5625,112.5,-14.0625
subject11,63,126.5625,98.4375,-28.125
subject11,64,126.5625,112.5,-14.0625
subject11,65,126.5625,98.4375,-28.125
subject11,66,126.5625,112.5,-14.0625
subject11,67,126.5625,98.4375,-28.125
subject11,68,126.5625,91.40625,-35.15625
subject11,69,126.5625,91.40625,-35.15625
subject11,70,126.5625,98.4375,-28.125
subject11,71,126.5625,112.5,-14.0625
subject11,72,126.5625,112.5,-14.0625
subject11,73,126.5625,112.5,-14.0625
subject11,74,126.5625,105.46875,-21.09375
subject11,75,126.5625,112.5,-14.0625
subject11,76,126.5625,112.5,-14.0625
subject11,77,126.5625,98.4375,-28.125
subject11,78,126.5625,84.375,-42.1875
subject11,79,126.5625,112.5,-14.0625
subject11,80,126.5625,112.5,-14.0625
subject11,81,126.5625,112.5,-14.0625
subject11,82,126.5625,112.5,-14.0625
subject11,83,126.5625,112.5,-14.0625
subject11,84,126.5625,112.5,-14.0625
subject11,85,126.5625,112.5,-14.0625
subject11,86,126.5625,112.5,-14.0625
subject11,87,126.5625,112.5,-14.0625
subject11,88,126.5625,112.5,-14.0625
subject11,89,126.5625,112.5,-14.0625
subject11,90,126.5625,112.5,-14.0625
subject11,91,126.5625,91.40625,-35.15625
subject11,92,126.5625,112.5,-14.0625
subject11,93,126.5625,91.40625,-35.15625
subject11,94,126.5625,98.4375,-28.125
subject11,95,126.5625,112.5,-14.0625
subject11,96,126.5625,112.5,-14.0625
subject11,97,126.5625,112.5,-14.0625
subject11,98,126.5625,112.5,-14.0625
subject11,99,126.5625,91.40625,-35.15625
subject11,100,126.5625,112.5,-14.0625
subject11,101,126.5625,112.5,-14.0625
subject11,102,126.5625,112.5,-14.0625
subject11,103,126.5625,112.5,-14.0625
subject11,104,126.5625,112.5,-14.0625
subject11,105,126.5625,112.5,-14.0625
subject11,106,126.5625,84.375,-42.1875
subject11,107,126.5625,84.375,-42.1875
subject11,108,126.5625,112.5,-14.0625
subject11,109,126.5625,84.375,-42.1875
subject11,110,126.5625,91.40625,-35.15625
subject11,111,126.5625,84.375,-42.1875
subject11,112,126.5625,112.5,-14.0625
subject11,113,126.5625,84.375,-42.1875
subject11,114,126.5625,91.40625,-35.15625
subject11,115,133.59375,84.375,-49.21875
subject11,116,133.59375,91.40625,-42.1875
subject11,117,133.59375,112.5,-21.09375
subject11,118,133.59375,91.40625,-42.1875
subject11,119,133.59375,91.40625,-42.1875
subject11,120,133.59375,112.5,-21.09375
subject11,121,133.59375,91.40625,-42.1875
subject11,122,133.59375,91.40625,-42.1875
subject11,123,126.5625,112.5,-14.0625
subject11,124,126.5625,91.40625,-35.15625
subject11,125,126.5625,112.5,-14.0625
subject11,126,126.5625,112.5,-14.0625
subject11,127,126.5625,112.5,-14.0625
subject11,128,126.5625,112.5,-14.0625
subject11,129,126.5625,112.5,-14.0625
subject11,130,126.5625,112.5,-14.0625
subject11,131,126.5625,112.5,-14.0625
subject11,132,126.5625,112.5,-14.0625
subject11,133,126.5625,112.5,-14.0625
subject11,134,126.5625,112.5,-14.0625
subject11,135,126.5625,112.5,-14.0625
subject11,136,126.5625,112.5,-14.0625
subject11,137,126.5625,98.4375,-28.125
subject11,138,126.5625,98.4375,-28.125
subject11,139,126.5625,112.5,-14.0625
subject11,140,126.5625,98.4375,-28.125
subject11,141,126.5625,112.5,-14.0625
subject11,142,126.5625,112.5,-14.0625
subject11,143,126.5625,112.5,-14.0625
subject11,144,126.5625,112.5,-14.0625
subject11,145,126.5625,112.5,-14.0625
subject11,146,126.5625,112.5,-14.0625
subject11,147,126.5625,112.5,-14.0625
subject11,148,126.5625,112.5,-14.0625
subject11,149,126.5625,112.5,-14.0625
subject11,150,126.5625,98.4375,-28.125
subject11,151,126.5625,77.34375,-49.21875
subject11,152,126.5625,98.4375,-28.125
subject11,153,126.5625,98.4375,-28.125
subject11,154,126.5625,112.5,-14.0625
subject11,155,126.5625,112.5,-14.0625
subject11,156,126.5625,91.40625,-35.15625
subject11,157,126.5625,112.5,-14.0625
subject11,158,126.5625,112.5,-14.0625
subject11,159,126.5625,112.5,-14.0625
subject11,160,126.5625,112.5,-14.0625
subject11,161,126.5625,105.46875,-21.09375
subject11,162,126.5625,112.5,-14.0625
subject11,163,126.5625,105.46875,-21.09375
subject11,164,126.5625,112.5,-14.0625
subject11,165,126.5625,84.375,-42.1875
subject11,166,126.5625,105.46875,-21.09375
subject11,167,126.5625,77.34375,-49.21875
subject11,168,126.5625,112.5,-14.0625
subject11,169,126.5625,112.5,-14.0625
subject11,170,126.5625,77.34375,-49.21875
subject11,171,119.53125,105.46875,-14.0625
subject11,172,119.53125,112.5,-7.03125
subject11,173,119.53125,91.40625,-28.125
subject11,174,119.53125,98.4375,-21.09375
subject11,175,119.53125,91.40625,-28.125
subject11,176,119.53125,91.40625,-28.125
subject12,0,70.3125,112.5,42.1875
subject12,1,70.3125,84.375,14.0625
subject12,2,70.3125,112.5,42.1875
subject12,3,70.3125,84.375,14.0625
subject12,4,70.3125,112.5,42.1875
subject12,5,70.3125,112.5,42.1875
subject12,6,70.3125,112.5,42.1875
subject12,7,70.3125,112.5,42.1875
subject12,8,70.3125,112.5,42.1875
subject12,9,70.3125,112.5,42.1875
subject12,10,70.3125,112.5,42.1875
subject12,11,70.3125,112.5,42.1875
subject12,12,70.3125,112.5,42.1875
subject12,13,70.3125,112.5,42.1875
subject12,14,70.3125,112.5,42.1875
subject12,15,70.3125,112.5,42.1875
subject12,16,70.3125,112.5,42.1875
subject12,17,70.3125,112.5,42.1875
subject12,18,70.3125,112.5,42.1875
subject12,19,70.3125,112.5,42.1875
subject12,20,70.3125,112.5,42.1875
subject12,21,70.3125,91.40625,21.09375
subject12,22,70.3125,91.40625,21.09375
subject12,23,70.3125,84.375,14.0625
subject12,24,70.3125,112.5,42.1875
subject12,25,70.3125,112.5,42.1875
subject12,26,70.3125,91.40625,21.09375
subject12,27,70.3125,112.5,42.1875
subject12,28,70.3125,112.5,42.1875
subject12,29,70.3125,84.375,14.0625
subject12,30,70.3125,84.375,14.0625
subject12,31,70.3125,112.5,42.1875
subject12,32,70.3125,98.4375,28.125
subject12,33,70.3125,112.5,42.1875
subject12,34,70.3125,84.375,14.0625
subject12,35,70.3125,98.4375,28.125
subject12,36,70.3125,112.5,42.1875
subject12,37,63.28125,112.5,49.21875
subject12,38,63.28125,112.5,49.21875
subject12,39,63.28125,112.5,49.21875
subject12,40,63.28125,112.5,49.21875
subject12,41,63.28125,112.5,49.21875
subject12,42,70.3125,112.5,42.1875
subject12,43,63.28125,112.5,49.21875
subject12,44,63.28125,84.375,21.09375
subject12,45,70.3125,98.4375,28.125
subject12,46,70.3125,112.5,42.1875
subject12,47,70.3125,84.375,14.0625
subject12,48,70.3125,98.4375,28.125
subject12,49,63.28125,112.5,49.21875
subject12,50,70.3125,112.5,42.1875
subject12,51,70.3125,112.5,42.1875
subject12,52,70.3125,112.5,42.1875
subject12,53,70.3125,112.5,42.1875
subject12,54,70.3125,112.5,42.1875
subject12,55,70.3125,112.5,42.1875
subject12,56,70.3125,91.40625,21.09375
subject12,57,70.3125,91.40625,21.09375
subject12,58,70.3125,84.375,14.0625
subject12,59,70.3125,112.5,42.1875
subject12,60,70.3125,112.5,42.1875
subject12,61,70.3125,112.5,42.1875
subject12,62,70.3125,112.5,42.1875
subject12,63,70.3125,91.40625,21.09375
subject12,64,70.3125,91.40625,21.09375
subject12,65,70.3125,112.5,42.1875
subject12,66,70.3125,98.4375,28.125
subject12,67,70.3125,112.5,42.1875
subject12,68,70.3125,112.5,42.1875
subject12,69,70.3125,112.5,42.1875
subject12,70,70.3125,112.5,42.1875
subject12,71,70.3125,91.40625,21.09375
subject12,72,70.3125,112.5,42.1875
subject12,73,70.3125,98.4375,28.125
subject12,74,63.28125,98.4375,35.15625
subject12,75,63.28125,112.5,49.21875
subject12,76,63.28125,112.5,49.21875
subject12,77,63.28125,91.40625,28.125
subject12,78,63.28125,112.5,49.21875
subject12,79,63.28125,112.5,49.21875
subject12,80,63.28125,112.5,49.21875
subject12,81,63.28125,112.5,49.21875
subject12,82,63.28125,105.46875,42.1875
subject12,83,63.28125,105.46875,42.1875
subject12,84,63.28125,105.46875,42.1875
subject12,85,63.28125,105.46875,42.1875
subject12,86,63.28125,105.46875,42.1875
subject12,87,63.28125,105.46875,42.1875
subject12,88,63.28125,112.5,49.21875
subject12,89,63.28125,91.40625,28.125
subject12,90,63.28125,105.46875,42.1875
subject12,91,63.28125,112.5,49.21875
subject12,92,63.28125,105.46875,42.1875
subject12,93,63.28125,105.46875,42.1875
subject12,94,70.3125,91.40625,21.09375
subject12,95,70.3125,105.46875,35.15625
subject12,96,70.3125,105.46875,35.15625
subject12,97,70.3125,91.40625,21.09375
subject12,98,70.3125,84.375,14.0625
subject12,99,70.3125,119.53125,49.21875
subject12,100,70.3125,119.53125,49.21875
subject12,101,70.3125,91.40625,21.09375
subject12,102,70.3125,112.5,42.1875
subject12,103,70.3125,84.375,14.0625
subject12,104,70.3125,112.5,42.1875
subject12,105,70.3125,112.5,42.1875
subject12,106,70.3125,112.5,42.1875
subject12,107,70.3125,77.34375,7.03125
subject12,108,70.3125,91.40625,21.09375
subject12,109,70.3125,112.5,42.1875
subject12,110,70.3125,112.5,42.1875
subject12,111,70.3125,112.5,42.1875
subject12,112,70.3125,77.34375,7.03125
subject12,113,70.3125,112.5,42.1875
subject12,114,70.3125,84.375,14.0625
subject12,115,70.3125,77.34375,7.03125
subject12,116,70.3125,112.5,42.1875
subject12,117,70.3125,112.5,42.1875
subject12,118,70.3125,112.5,42.1875
subject12,119,70.3125,112.5,42.1875
subject12,120,70.3125,112.5,42.1875
subject12,121,70.3125,112.5,42.1875
subject12,122,70.3125,112.5,42.1875
subject12,123,70.3125,84.375,14.0625
subject12,124,70.3125,112.5,42.1875
subject12,125,70.3125,84.375,14.0625
subject12,126,70.3125,84.375,14.0625
subject12,127,70.3125,112.5,42.1875
subject12,128,70.3125,112.5,42.1875
subject12,129,70.3125,112.5,42.1875
subject12,130,70.3125,112.5,42.1875
subject12,131,70.3125,112.5,42.1875
subject12,132,70.3125,112.5,42.1875
subject12,133,70.3125,112.5,42.1875
subject12,134,70.3125,112.5,42.1875
subject12,135,70.3125,112.5,42.1875
subject12,136,70.3125,112.5,42.1875
subject12,137,70.3125,70.3125,0.0
subject12,138,70.3125,112.5,42.1875
subject12,139,70.3125,112.5,42.1875
subject12,140,70.3125,77.34375,7.03125
subject12,141,70.3125,77.34375,7.03125
subject12,142,70.3125,112.5,42.1875
subject12,143,70.3125,112.5,42.1875
subject12,144,70.3125,112.5,42.1875
subject12,145,70.3125,112.5,42.1875
subject12,146,70.3125,84.375,14.0625
subject12,147,70.3125,112.5,42.1875
subject12,148,70.3125,112.5,42.1875
subject12,149,70.3125,112.5,42.1875
subject12,150,70.3125,112.5,42.1875
subject12,151,70.3125,112.5,42.1875
subject12,152,70.3125,112.5,42.1875
subject12,153,70.3125,112.5,42.1875
subject12,154,70.3125,77.34375,7.03125
subject12,155,70.3125,112.5,42.1875
subject12,156,70.3125,112.5,42.1875
subject12,157,70.3125,91.40625,21.09375
subject12,158,70.3125,112.5,42.1875
subject12,159,70.3125,112.5,42.1875
subject12,160,70.3125,91.40625,21.09375
subject12,161,70.3125,98.4375,28.125
subject12,162,70.3125,112.5,42.1875
subject12,163,70.3125,98.4375,28.125
subject12,164,70.3125,84.375,14.0625
subject12,165,70.3125,84.375,14.0625
subject12,166,70.3125,91.40625,21.09375
subject12,167,70.3125,77.34375,7.03125
subject12,168,70.3125,84.375,14.0625
subject12,169,70.3125,98.4375,28.125
subject12,170,70.3125,112.5,42.1875
subject12,171,70.3125,70.3125,0.0
subject12,172,70.3125,84.375,14.0625
subject13,0,91.40625,77.34375,-14.0625
subject13,1,91.40625,91.40625,0.0
subject13,2,91.40625,91.40625,0.0
subject13,3,91.40625,91.40625,0.0
subject13,4,91.40625,91.40625,0.0
subject13,5,91.40625,91.40625,0.0
subject13,6,91.40625,112.5,21.09375
subject13,7,91.40625,91.40625,0.0
subject13,8,91.40625,91.40625,0.0
subject13,9,98.4375,98.4375,0.0
subject13,10,98.4375,91.40625,-7.03125
subject13,11,98.4375,98.4375,0.0
subject13,12,98.4375,112.5,14.0625
subject13,13,98.4375,91.40625,-7.03125
subject13,14,98.4375,77.34375,-21.09375
subject13,15,98.4375,112.5,14.0625
subject13,16,98.4375,77.34375,-21.09375
subject13,17,98.4375,112.5,14.0625
subject13,18,98.4375,84.375,-14.0625
subject13,19,98.4375,112.5,14.0625
subject13,20,98.4375,84.375,-14.0625
subject13,21,98.4375,84.375,-14.0625
